b_intervals,utilities,weights
"(235469083, 235469084)",-19597.905195053776,0.0
"(235514294, 235514295)",-19598.905195053776,0.0
"(235830771, 235830772)",-19599.905195053776,0.0
"(235875982, 235875983)",-19600.905195053776,0.0
"(236011615, 236011616)",-19601.905195053776,0.0
"(236056826, 236056827)",-19602.905195053776,0.0
"(236056827, 236056828)",-19603.905195053776,0.0
"(236056828, 236056829)",-19604.905195053776,0.0
"(236192459, 236192460)",-19605.905195053776,0.0
"(236237670, 236237671)",-19606.905195053776,0.0
"(236418514, 236418515)",-19607.905195053776,0.0
"(236463725, 236463726)",-19608.905195053776,0.0
"(236508936, 236508937)",-19609.905195053776,0.0
"(236508937, 236508938)",-19610.905195053776,0.0
"(236554147, 236554148)",-19611.905195053776,0.0
"(236915835, 236915836)",-19612.905195053776,0.0
"(236915836, 236915837)",-19613.905195053776,0.0
"(236915837, 236915838)",-19614.905195053776,0.0
"(237006257, 237006258)",-19615.905195053776,0.0
"(237006258, 237006259)",-19616.905195053776,0.0
"(237141890, 237141891)",-19617.905195053776,0.0
"(237141891, 237141892)",-19618.905195053776,0.0
"(237187101, 237187102)",-19619.905195053776,0.0
"(237322734, 237322735)",-19620.905195053776,0.0
"(237322735, 237322736)",-19621.905195053776,0.0
"(237367945, 237367946)",-19622.905195053776,0.0
"(237367946, 237367947)",-19623.905195053776,0.0
"(237413156, 237413157)",-19624.905195053776,0.0
"(237413157, 237413158)",-19625.905195053776,0.0
"(237458367, 237458368)",-19626.905195053776,0.0
"(237458368, 237458369)",-19627.905195053776,0.0
"(237458369, 237458370)",-19628.905195053776,0.0
"(237594000, 237594001)",-19629.905195053776,0.0
"(237594001, 237594002)",-19630.905195053776,0.0
"(237639211, 237639212)",-19631.905195053776,0.0
"(237684422, 237684423)",-19632.905195053776,0.0
"(237820055, 237820056)",-19633.905195053776,0.0
"(237910477, 237910478)",-19634.905195053776,0.0
"(237910478, 237910479)",-19635.905195053776,0.0
"(237910479, 237910480)",-19636.905195053776,0.0
"(238091321, 238091322)",-19637.905195053776,0.0
"(238091322, 238091323)",-19638.905195053776,0.0
"(238091323, 238091324)",-19639.905195053776,0.0
"(238091324, 238091325)",-19640.905195053776,0.0
"(238181743, 238181744)",-19641.905195053776,0.0
"(238407798, 238407799)",-19642.905195053776,0.0
"(238498220, 238498221)",-19643.905195053776,0.0
"(238679064, 238679065)",-19644.905195053776,0.0
"(238724275, 238724276)",-19645.905195053776,0.0
"(238814697, 238814698)",-19646.905195053776,0.0
"(238814698, 238814699)",-19647.905195053776,0.0
"(238814699, 238814700)",-19648.905195053776,0.0
"(238905119, 238905120)",-19649.905195053776,0.0
"(238905120, 238905121)",-19650.905195053776,0.0
"(238995541, 238995542)",-19651.905195053776,0.0
"(239040752, 239040753)",-19652.905195053776,0.0
"(239085963, 239085964)",-19653.905195053776,0.0
"(239085964, 239085965)",-19654.905195053776,0.0
"(239176385, 239176386)",-19655.905195053776,0.0
"(239266807, 239266808)",-19656.905195053776,0.0
"(239266808, 239266809)",-19657.905195053776,0.0
"(239266809, 239266810)",-19658.905195053776,0.0
"(239266810, 239266811)",-19659.905195053776,0.0
"(239312018, 239312019)",-19660.905195053776,0.0
"(239402440, 239402441)",-19661.905195053776,0.0
"(239447651, 239447652)",-19662.905195053776,0.0
"(239447652, 239447653)",-19663.905195053776,0.0
"(239492862, 239492863)",-19664.905195053776,0.0
"(239628495, 239628496)",-19665.905195053776,0.0
"(239854550, 239854551)",-19666.905195053776,0.0
"(239854551, 239854552)",-19667.905195053776,0.0
"(239990183, 239990184)",-19668.905195053776,0.0
"(240035394, 240035395)",-19669.905195053776,0.0
"(240261449, 240261450)",-19670.905195053776,0.0
"(240261450, 240261451)",-19671.905195053776,0.0
"(240261451, 240261452)",-19672.905195053776,0.0
"(240397082, 240397083)",-19673.905195053776,0.0
"(240397083, 240397084)",-19674.905195053776,0.0
"(240397084, 240397085)",-19675.905195053776,0.0
"(240487504, 240487505)",-19676.905195053776,0.0
"(240487505, 240487506)",-19677.905195053776,0.0
"(240487506, 240487507)",-19678.905195053776,0.0
"(240532715, 240532716)",-19679.905195053776,0.0
"(240532716, 240532717)",-19680.905195053776,0.0
"(240713559, 240713560)",-19681.905195053776,0.0
"(240758770, 240758771)",-19682.905195053776,0.0
"(240758771, 240758772)",-19683.905195053776,0.0
"(240849192, 240849193)",-19684.905195053776,0.0
"(240984825, 240984826)",-19685.905195053776,0.0
"(241030036, 241030037)",-19686.905195053776,0.0
"(241075247, 241075248)",-19687.905195053776,0.0
"(241210880, 241210881)",-19688.905195053776,0.0
"(241346513, 241346514)",-19689.905195053776,0.0
"(241391724, 241391725)",-19690.905195053776,0.0
"(241391725, 241391726)",-19691.905195053776,0.0
"(241391726, 241391727)",-19692.905195053776,0.0
"(241436935, 241436936)",-19693.905195053776,0.0
"(241572568, 241572569)",-19694.905195053776,0.0
"(241662990, 241662991)",-19695.905195053776,0.0
"(241708201, 241708202)",-19696.905195053776,0.0
"(241708202, 241708203)",-19697.905195053776,0.0
"(241798623, 241798624)",-19698.905195053776,0.0
"(241843834, 241843835)",-19699.905195053776,0.0
"(241889045, 241889046)",-19700.905195053776,0.0
"(241979467, 241979468)",-19701.905195053776,0.0
"(242024678, 242024679)",-19702.905195053776,0.0
"(242024679, 242024680)",-19703.905195053776,0.0
"(242069889, 242069890)",-19704.905195053776,0.0
"(242115100, 242115101)",-19705.905195053776,0.0
"(242160311, 242160312)",-19706.905195053776,0.0
"(242205522, 242205523)",-19707.905195053776,0.0
"(242250733, 242250734)",-19708.905195053776,0.0
"(242341155, 242341156)",-19709.905195053776,0.0
"(242386366, 242386367)",-19710.905195053776,0.0
"(242431577, 242431578)",-19711.905195053776,0.0
"(242657632, 242657633)",-19712.905195053776,0.0
"(242657633, 242657634)",-19713.905195053776,0.0
"(242748054, 242748055)",-19714.905195053776,0.0
"(243154953, 243154954)",-19715.905195053776,0.0
"(243200164, 243200165)",-19716.905195053776,0.0
"(243245375, 243245376)",-19717.905195053776,0.0
"(243290586, 243290587)",-19718.905195053776,0.0
"(243426219, 243426220)",-19719.905195053776,0.0
"(243426220, 243426221)",-19720.905195053776,0.0
"(243561852, 243561853)",-19721.905195053776,0.0
"(243561853, 243561854)",-19722.905195053776,0.0
"(243561854, 243561855)",-19723.905195053776,0.0
"(243607063, 243607064)",-19724.905195053776,0.0
"(243652274, 243652275)",-19725.905195053776,0.0
"(243652275, 243652276)",-19726.905195053776,0.0
"(243697485, 243697486)",-19727.905195053776,0.0
"(243968751, 243968752)",-19728.905195053776,0.0
"(244059173, 244059174)",-19729.905195053776,0.0
"(244104384, 244104385)",-19730.905195053776,0.0
"(244194806, 244194807)",-19731.905195053776,0.0
"(244330439, 244330440)",-19732.905195053776,0.0
"(244375650, 244375651)",-19733.905195053776,0.0
"(244692127, 244692128)",-19734.905195053776,0.0
"(244737338, 244737339)",-19735.905195053776,0.0
"(244737339, 244737340)",-19736.905195053776,0.0
"(244872971, 244872972)",-19737.905195053776,0.0
"(245144237, 245144238)",-19738.905195053776,0.0
"(245144238, 245144239)",-19739.905195053776,0.0
"(245189448, 245189449)",-19740.905195053776,0.0
"(245234659, 245234660)",-19741.905195053776,0.0
"(245234660, 245234661)",-19742.905195053776,0.0
"(245279870, 245279871)",-19743.905195053776,0.0
"(245279871, 245279872)",-19744.905195053776,0.0
"(245460714, 245460715)",-19745.905195053776,0.0
"(245460715, 245460716)",-19746.905195053776,0.0
"(245460716, 245460717)",-19747.905195053776,0.0
"(245505925, 245505926)",-19748.905195053776,0.0
"(245505926, 245505927)",-19749.905195053776,0.0
"(245551136, 245551137)",-19750.905195053776,0.0
"(245686769, 245686770)",-19751.905195053776,0.0
"(245686770, 245686771)",-19752.905195053776,0.0
"(245777191, 245777192)",-19753.905195053776,0.0
"(245777192, 245777193)",-19754.905195053776,0.0
"(245867613, 245867614)",-19755.905195053776,0.0
"(245867614, 245867615)",-19756.905195053776,0.0
"(245867615, 245867616)",-19757.905195053776,0.0
"(245912824, 245912825)",-19758.905195053776,0.0
"(245912825, 245912826)",-19759.905195053776,0.0
"(245958035, 245958036)",-19760.905195053776,0.0
"(246048457, 246048458)",-19761.905195053776,0.0
"(246184090, 246184091)",-19762.905195053776,0.0
"(246500567, 246500568)",-19763.905195053776,0.0
"(246545778, 246545779)",-19764.905195053776,0.0
"(246545779, 246545780)",-19765.905195053776,0.0
"(246590989, 246590990)",-19766.905195053776,0.0
"(246590990, 246590991)",-19767.905195053776,0.0
"(246636200, 246636201)",-19768.905195053776,0.0
"(246771833, 246771834)",-19769.905195053776,0.0
"(246771834, 246771835)",-19770.905195053776,0.0
"(246771835, 246771836)",-19771.905195053776,0.0
"(246817044, 246817045)",-19772.905195053776,0.0
"(246862255, 246862256)",-19773.905195053776,0.0
"(246907466, 246907467)",-19774.905195053776,0.0
"(247088310, 247088311)",-19775.905195053776,0.0
"(247178732, 247178733)",-19776.905195053776,0.0
"(247178733, 247178734)",-19777.905195053776,0.0
"(247178734, 247178735)",-19778.905195053776,0.0
"(247269154, 247269155)",-19779.905195053776,0.0
"(247359576, 247359577)",-19780.905195053776,0.0
"(247359577, 247359578)",-19781.905195053776,0.0
"(247630842, 247630843)",-19782.905195053776,0.0
"(247676053, 247676054)",-19783.905195053776,0.0
"(247992530, 247992531)",-19784.905195053776,0.0
"(248037741, 248037742)",-19785.905195053776,0.0
"(248037742, 248037743)",-19786.905195053776,0.0
"(248082952, 248082953)",-19787.905195053776,0.0
"(248354218, 248354219)",-19788.905195053776,0.0
"(248399429, 248399430)",-19789.905195053776,0.0
"(248399430, 248399431)",-19790.905195053776,0.0
"(248444640, 248444641)",-19791.905195053776,0.0
"(248489851, 248489852)",-19792.905195053776,0.0
"(248489852, 248489853)",-19793.905195053776,0.0
"(248535062, 248535063)",-19794.905195053776,0.0
"(248670695, 248670696)",-19795.905195053776,0.0
"(248851539, 248851540)",-19796.905195053776,0.0
"(248987172, 248987173)",-19797.905195053776,0.0
"(248987173, 248987174)",-19798.905195053776,0.0
"(248987174, 248987175)",-19799.905195053776,0.0
"(248987175, 248987176)",-19800.905195053776,0.0
"(249032383, 249032384)",-19801.905195053776,0.0
"(249032384, 249032385)",-19802.905195053776,0.0
"(249077594, 249077595)",-19803.905195053776,0.0
"(249077595, 249077596)",-19804.905195053776,0.0
"(249213227, 249213228)",-19805.905195053776,0.0
"(249348860, 249348861)",-19806.905195053776,0.0
"(249439282, 249439283)",-19807.905195053776,0.0
"(249574915, 249574916)",-19808.905195053776,0.0
"(249574916, 249574917)",-19809.905195053776,0.0
"(249574917, 249574918)",-19810.905195053776,0.0
"(249574918, 249574919)",-19811.905195053776,0.0
"(249574919, 249574920)",-19812.905195053776,0.0
"(249574920, 249574921)",-19813.905195053776,0.0
"(249710548, 249710549)",-19814.905195053776,0.0
"(249755759, 249755760)",-19815.905195053776,0.0
"(249891392, 249891393)",-19816.905195053776,0.0
"(249981814, 249981815)",-19817.905195053776,0.0
"(250072236, 250072237)",-19818.905195053776,0.0
"(250072237, 250072238)",-19819.905195053776,0.0
"(250433924, 250433925)",-19820.905195053776,0.0
"(250524346, 250524347)",-19821.905195053776,0.0
"(250659979, 250659980)",-19822.905195053776,0.0
"(250659980, 250659981)",-19823.905195053776,0.0
"(250659981, 250659982)",-19824.905195053776,0.0
"(250659982, 250659983)",-19825.905195053776,0.0
"(250795612, 250795613)",-19826.905195053776,0.0
"(250840823, 250840824)",-19827.905195053776,0.0
"(250931245, 250931246)",-19828.905195053776,0.0
"(250976456, 250976457)",-19829.905195053776,0.0
"(250976457, 250976458)",-19830.905195053776,0.0
"(251157300, 251157301)",-19831.905195053776,0.0
"(251157301, 251157302)",-19832.905195053776,0.0
"(251202511, 251202512)",-19833.905195053776,0.0
"(251202512, 251202513)",-19834.905195053776,0.0
"(251338144, 251338145)",-19835.905195053776,0.0
"(251428566, 251428567)",-19836.905195053776,0.0
"(251518988, 251518989)",-19837.905195053776,0.0
"(251518989, 251518990)",-19838.905195053776,0.0
"(251564199, 251564200)",-19839.905195053776,0.0
"(251609410, 251609411)",-19840.905195053776,0.0
"(251699832, 251699833)",-19841.905195053776,0.0
"(251699833, 251699834)",-19842.905195053776,0.0
"(251880676, 251880677)",-19843.905195053776,0.0
"(252106731, 252106732)",-19844.905195053776,0.0
"(252197153, 252197154)",-19845.905195053776,0.0
"(252197154, 252197155)",-19846.905195053776,0.0
"(252197155, 252197156)",-19847.905195053776,0.0
"(252287575, 252287576)",-19848.905195053776,0.0
"(252332786, 252332787)",-19849.905195053776,0.0
"(252332787, 252332788)",-19850.905195053776,0.0
"(252604052, 252604053)",-19851.905195053776,0.0
"(252604053, 252604054)",-19852.905195053776,0.0
"(252875318, 252875319)",-19853.905195053776,0.0
"(252875319, 252875320)",-19854.905195053776,0.0
"(252920529, 252920530)",-19855.905195053776,0.0
"(253056162, 253056163)",-19856.905195053776,0.0
"(253056163, 253056164)",-19857.905195053776,0.0
"(253237006, 253237007)",-19858.905195053776,0.0
"(253372639, 253372640)",-19859.905195053776,0.0
"(253372640, 253372641)",-19860.905195053776,0.0
"(253372641, 253372642)",-19861.905195053776,0.0
"(253508272, 253508273)",-19862.905195053776,0.0
"(253643905, 253643906)",-19863.905195053776,0.0
"(253689116, 253689117)",-19864.905195053776,0.0
"(253689117, 253689118)",-19865.905195053776,0.0
"(254231648, 254231649)",-19866.905195053776,0.0
"(254457703, 254457704)",-19867.905195053776,0.0
"(254593336, 254593337)",-19868.905195053776,0.0
"(254819391, 254819392)",-19869.905195053776,0.0
"(254819392, 254819393)",-19870.905195053776,0.0
"(254864602, 254864603)",-19871.905195053776,0.0
"(255000235, 255000236)",-19872.905195053776,0.0
"(255090657, 255090658)",-19873.905195053776,0.0
"(255271501, 255271502)",-19874.905195053776,0.0
"(255497556, 255497557)",-19875.905195053776,0.0
"(255497557, 255497558)",-19876.905195053776,0.0
"(255542767, 255542768)",-19877.905195053776,0.0
"(255542768, 255542769)",-19878.905195053776,0.0
"(255542769, 255542770)",-19879.905195053776,0.0
"(255587978, 255587979)",-19880.905195053776,0.0
"(255768822, 255768823)",-19881.905195053776,0.0
"(255814033, 255814034)",-19882.905195053776,0.0
"(255859244, 255859245)",-19883.905195053776,0.0
"(255949666, 255949667)",-19884.905195053776,0.0
"(256040088, 256040089)",-19885.905195053776,0.0
"(256040089, 256040090)",-19886.905195053776,0.0
"(256130510, 256130511)",-19887.905195053776,0.0
"(256220932, 256220933)",-19888.905195053776,0.0
"(256220933, 256220934)",-19889.905195053776,0.0
"(256718253, 256718254)",-19890.905195053776,0.0
"(256718254, 256718255)",-19891.905195053776,0.0
"(256718255, 256718256)",-19892.905195053776,0.0
"(256944308, 256944309)",-19893.905195053776,0.0
"(257034730, 257034731)",-19894.905195053776,0.0
"(257215574, 257215575)",-19895.905195053776,0.0
"(257215575, 257215576)",-19896.905195053776,0.0
"(257215576, 257215577)",-19897.905195053776,0.0
"(257215577, 257215578)",-19898.905195053776,0.0
"(257215578, 257215579)",-19899.905195053776,0.0
"(257215579, 257215580)",-19900.905195053776,0.0
"(257215580, 257215581)",-19901.905195053776,0.0
"(257215581, 257215582)",-19902.905195053776,0.0
"(257215582, 257215583)",-19903.905195053776,0.0
"(257215583, 257215584)",-19904.905195053776,0.0
"(257351207, 257351208)",-19905.905195053776,0.0
"(257486840, 257486841)",-19906.905195053776,0.0
"(257532051, 257532052)",-19907.905195053776,0.0
"(257532052, 257532053)",-19908.905195053776,0.0
"(257758106, 257758107)",-19909.905195053776,0.0
"(257758107, 257758108)",-19910.905195053776,0.0
"(257893739, 257893740)",-19911.905195053776,0.0
"(258074583, 258074584)",-19912.905195053776,0.0
"(258119794, 258119795)",-19913.905195053776,0.0
"(258119795, 258119796)",-19914.905195053776,0.0
"(258300638, 258300639)",-19915.905195053776,0.0
"(258391060, 258391061)",-19916.905195053776,0.0
"(258391061, 258391062)",-19917.905195053776,0.0
"(258391062, 258391063)",-19918.905195053776,0.0
"(258662326, 258662327)",-19919.905195053776,0.0
"(258707537, 258707538)",-19920.905195053776,0.0
"(258752748, 258752749)",-19921.905195053776,0.0
"(258752749, 258752750)",-19922.905195053776,0.0
"(258843170, 258843171)",-19923.905195053776,0.0
"(258843171, 258843172)",-19924.905195053776,0.0
"(259024014, 259024015)",-19925.905195053776,0.0
"(259159647, 259159648)",-19926.905195053776,0.0
"(259159648, 259159649)",-19927.905195053776,0.0
"(259204858, 259204859)",-19928.905195053776,0.0
"(259430913, 259430914)",-19929.905195053776,0.0
"(259476124, 259476125)",-19930.905195053776,0.0
"(259476125, 259476126)",-19931.905195053776,0.0
"(259611757, 259611758)",-19932.905195053776,0.0
"(259837812, 259837813)",-19933.905195053776,0.0
"(259973445, 259973446)",-19934.905195053776,0.0
"(260018656, 260018657)",-19935.905195053776,0.0
"(260154289, 260154290)",-19936.905195053776,0.0
"(260154290, 260154291)",-19937.905195053776,0.0
"(260154291, 260154292)",-19938.905195053776,0.0
"(260199500, 260199501)",-19939.905195053776,0.0
"(260244711, 260244712)",-19940.905195053776,0.0
"(260335133, 260335134)",-19941.905195053776,0.0
"(260425555, 260425556)",-19942.905195053776,0.0
"(260561188, 260561189)",-19943.905195053776,0.0
"(260696821, 260696822)",-19944.905195053776,0.0
"(260696822, 260696823)",-19945.905195053776,0.0
"(260787243, 260787244)",-19946.905195053776,0.0
"(260787244, 260787245)",-19947.905195053776,0.0
"(260922876, 260922877)",-19948.905195053776,0.0
"(261239353, 261239354)",-19949.905195053776,0.0
"(261646252, 261646253)",-19950.905195053776,0.0
"(261646253, 261646254)",-19951.905195053776,0.0
"(261646254, 261646255)",-19952.905195053776,0.0
"(261691463, 261691464)",-19953.905195053776,0.0
"(261691464, 261691465)",-19954.905195053776,0.0
"(261917518, 261917519)",-19955.905195053776,0.0
"(262098362, 262098363)",-19956.905195053776,0.0
